animal_id,image_name,model_used,geom_dist_hook_width,geom_dist_pin_width,geom_dist_withers_back,geom_dist_back_hip,geom_angle_withers_back_hip,geom_angle_back_hip_tail,geom_angle_hookU_hip_hookD,tex_withers_R_mean,tex_withers_G_mean,tex_withers_B_mean,tex_back_R_mean,tex_back_G_mean,tex_back_B_mean,tex_hook_up_R_mean,tex_hook_up_G_mean,tex_hook_up_B_mean,tex_hook_down_R_mean,tex_hook_down_G_mean,tex_hook_down_B_mean,tex_hip_R_mean,tex_hip_G_mean,tex_hip_B_mean,tex_tail_head_R_mean,tex_tail_head_G_mean,tex_tail_head_B_mean,tex_pin_down_R_mean,tex_pin_down_G_mean,tex_pin_down_B_mean,tex_pin_up_R_mean,tex_pin_up_G_mean,tex_pin_up_B_mean,tex_bbox_R_mean,tex_bbox_G_mean,tex_bbox_B_mean
1106,20260101_064610_baia19_IPC2.jpg,yolo26m-pose_ep150_sz1280_b4_rectT,0.4168954136505387,0.20826026038312895,0.3073984180558539,0.500555270347032,179.2507828233117,178.93231358691241,226.4237480228459,113.5561224489796,113.5561224489796,113.5561224489796,71.10204081632654,71.10204081632654,71.10204081632654,49.18877551020408,49.18877551020408,49.18877551020408,53.474489795918366,53.474489795918366,53.474489795918366,66.2295918367347,66.2295918367347,66.2295918367347,46.48979591836735,46.48979591836735,46.48979591836735,115.91836734693878,115.91836734693878,115.91836734693878,212.94387755102042,212.94387755102042,212.94387755102042,68.68354093525065,68.68354093525065,68.68354093525065
1106,20260101_064711_baia19_IPC2.jpg,yolo26m-pose_ep150_sz1280_b4_rectT,0.4111417099903547,0.21216583278375747,0.30852486454958217,0.5262541506999784,178.29197902799396,175.88752136790393,224.94476506140631,51.29081632653061,51.29081632653061,51.29081632653061,46.86734693877551,46.86734693877551,46.86734693877551,19.520408163265305,19.520408163265305,19.520408163265305,33.933673469387756,33.933673469387756,33.933673469387756,122.68367346938776,122.68367346938776,122.68367346938776,90.99489795918367,90.99489795918367,90.99489795918367,58.55102040816327,58.55102040816327,58.55102040816327,50.33673469387755,50.33673469387755,50.33673469387755,65.93900836618266,65.93900836618266,65.93900836618266
1106,20260101_064910_baia19_IPC2.jpg,yolo26m-pose_ep150_sz1280_b4_rectT,0.41550249193705574,0.21325498389737926,0.29492445317859134,0.5243826302657212,178.0048925259041,175.67747969540508,225.07581961447866,33.05102040816327,33.05102040816327,33.05102040816327,49.775510204081634,49.775510204081634,49.775510204081634,19.178571428571427,19.178571428571427,19.178571428571427,45.46938775510204,45.46938775510204,45.46938775510204,145.3877551020408,145.3877551020408,145.3877551020408,163.6530612244898,163.6530612244898,163.6530612244898,30.566326530612244,30.566326530612244,30.566326530612244,84.7704081632653,84.7704081632653,84.7704081632653,67.12458530028849,67.12458530028849,67.12458530028849
1106,20260101_065012_baia19_IPC2.jpg,yolo26m-pose_ep150_sz1280_b4_rectT,0.41320063212189534,0.20587154713626207,0.31448851229352964,0.5017973625323379,178.48818347331604,178.5868483913166,226.32142803095272,76.65816326530613,76.65816326530613,76.65816326530613,48.96938775510204,48.96938775510204,48.96938775510204,26.448979591836736,26.448979591836736,26.448979591836736,30.668367346938776,30.668367346938776,30.668367346938776,78.98979591836735,78.98979591836735,78.98979591836735,48.5969387755102,48.5969387755102,48.5969387755102,49.8469387755102,49.8469387755102,49.8469387755102,27.086734693877553,27.086734693877553,27.086734693877553,67.86082396868846,67.86082396868846,67.86082396868846
1106,20260101_065312_baia19_IPC2.jpg,yolo26m-pose_ep150_sz1280_b4_rectT,0.4142224873184732,0.20753749420879158,0.30467023973754737,0.5076830728374548,178.06262620216768,177.42990566944627,226.108268141693,41.015306122448976,41.015306122448976,41.015306122448976,47.07142857142857,47.07142857142857,47.07142857142857,18.433673469387756,18.433673469387756,18.433673469387756,43.30612244897959,43.30612244897959,43.30612244897959,100.45408163265306,100.45408163265306,100.45408163265306,71.00510204081633,71.00510204081633,71.00510204081633,42.744897959183675,42.744897959183675,42.744897959183675,106.74489795918367,106.74489795918367,106.74489795918367,71.53677071673815,71.53677071673815,71.53677071673815
1106,20260101_065422_baia19_IPC2.jpg,yolo26m-pose_ep150_sz1280_b4_rectT,0.4100567117657017,0.20482813215334547,0.314358712533413,0.5080426495913665,177.87529135897975,177.61981454241752,225.76651920782035,89.4438775510204,89.4438775510204,89.4438775510204,81.95918367346938,81.95918367346938,81.95918367346938,20.637755102040817,20.637755102040817,20.637755102040817,44.535714285714285,44.535714285714285,44.535714285714285,136.81632653061226,136.81632653061226,136.81632653061226,126.38775510204081,126.38775510204081,126.38775510204081,38.35204081632653,38.35204081632653,38.35204081632653,149.23469387755102,149.23469387755102,149.23469387755102,69.07952305999181,69.07952305999181,69.07952305999181
1106,20260101_065711_baia19_IPC2.jpg,yolo26m-pose_ep150_sz1280_b4_rectT,0.4167404049247679,0.2079728530115739,0.29204523364054263,0.5080794951511095,177.66639446196967,176.80525378103502,226.98499834569938,85.40816326530613,85.40816326530613,85.40816326530613,55.45918367346939,55.45918367346939,55.45918367346939,22.663265306122447,22.663265306122447,22.663265306122447,36.392857142857146,36.392857142857146,36.392857142857146,55.16836734693877,55.16836734693877,55.16836734693877,33.93877551020408,33.93877551020408,33.93877551020408,70.02551020408163,70.02551020408163,70.02551020408163,230.9795918367347,230.9795918367347,230.9795918367347,70.884117869262,70.884117869262,70.884117869262
1106,20260102_220014_baia14_IPC3.jpg,yolo26m-pose_ep150_sz1280_b4_rectT,0.41437749511534144,0.20955956705929257,0.2987762960373787,0.5133173186431391,179.47193633905727,178.65964662559443,225.5220786995349,45.255102040816325,45.255102040816325,45.255102040816325,69.60714285714286,69.60714285714286,69.60714285714286,18.724489795918366,18.724489795918366,18.724489795918366,63.107142857142854,63.107142857142854,63.107142857142854,127.41836734693878,127.41836734693878,127.41836734693878,102.75510204081633,102.75510204081633,102.75510204081633,230.44897959183675,230.44897959183675,230.44897959183675,75.5204081632653,75.5204081632653,75.5204081632653,57.61256749058535,57.61256749058535,57.61256749058535
1106,20260102_220220_baia14_IPC3.jpg,yolo26m-pose_ep150_sz1280_b4_rectT,0.413958471531344,0.20831513809612962,0.3110952912998941,0.5081197071863418,181.4111774378579,181.4659210105384,224.69097908182283,11.688775510204081,11.688775510204081,11.688775510204081,26.448979591836736,26.448979591836736,26.448979591836736,16.244897959183675,16.244897959183675,16.244897959183675,81.38265306122449,81.38265306122449,81.38265306122449,101.32142857142857,101.32142857142857,101.32142857142857,98.15816326530613,98.15816326530613,98.15816326530613,44.58673469387755,44.58673469387755,44.58673469387755,64.66836734693878,64.66836734693878,64.66836734693878,56.83359142272555,56.83359142272555,56.83359142272555
1106,20260102_220814_baia14_IPC3.jpg,yolo26m-pose_ep150_sz1280_b4_rectT,0.41065709625940716,0.20453654490847828,0.31276612058784786,0.5047591843813671,178.96482601563105,179.20791868684077,225.33437816348032,68.9438775510204,68.9438775510204,68.9438775510204,71.0204081632653,71.0204081632653,71.0204081632653,34.954081632653065,34.954081632653065,34.954081632653065,99.25,99.25,99.25,120.46938775510205,120.46938775510205,120.46938775510205,88.21938775510205,88.21938775510205,88.21938775510205,133.25,133.25,133.25,96.89285714285714,96.89285714285714,96.89285714285714,57.988453815261046,57.988453815261046,57.988453815261046
