epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,2704.75,0.22372,0.70393,0.17463,0.15367,0.96158,0.99515,0.99997,0.995,0.87167,0.99914,1,0.995,0.871,0.6449,0.57869,0.04264,0.3595,1.20038,0.0005216,0.0005216,0.0005216
114,2727.74,0.23249,0.66819,0.16668,0.15301,0.96538,0.99485,1,0.99451,0.85644,0.99496,1,0.995,0.88573,0.69467,0.53261,0.05673,0.36244,1.29713,0.0005084,0.0005084,0.0005084
115,2750.62,0.23756,0.70493,0.16912,0.15207,0.97364,0.99486,1,0.99243,0.88408,0.99578,1,0.995,0.88567,0.5975,0.53013,0.05238,0.38271,1.14849,0.0004952,0.0004952,0.0004952
116,2773.33,0.22614,0.67164,0.17497,0.1515,0.95435,0.99506,1,0.99437,0.88454,0.99922,1,0.995,0.87999,0.58416,0.54785,0.04567,0.37771,1.14052,0.000482,0.000482,0.000482
117,2796.73,0.22336,0.65213,0.16433,0.14785,0.96346,0.99483,1,0.99495,0.87157,0.99483,1,0.99369,0.86928,0.6291,0.58367,0.03938,0.37018,1.2086,0.0004688,0.0004688,0.0004688
118,2819.6,0.22067,0.65583,0.17026,0.1488,0.95468,0.99465,1,0.99316,0.88179,0.9951,1,0.995,0.88892,0.58706,0.52872,0.0581,0.36728,1.14151,0.0004556,0.0004556,0.0004556
119,2842.35,0.21851,0.67826,0.18661,0.14565,0.9538,0.99033,0.99943,0.99417,0.86846,0.99816,1,0.995,0.88304,0.60204,0.53885,0.04349,0.35458,1.17677,0.0004424,0.0004424,0.0004424
120,2864.91,0.23192,0.66165,0.17762,0.15,0.97284,0.99514,0.99926,0.995,0.88193,0.99926,1,0.995,0.88599,0.568,0.53617,0.05268,0.33076,1.12004,0.0004292,0.0004292,0.0004292
121,2887.72,0.2242,0.62806,0.16485,0.15022,0.96019,0.98988,1,0.9948,0.87776,0.99181,1,0.995,0.89203,0.58069,0.52577,0.05884,0.37893,1.12409,0.000416,0.000416,0.000416
122,2910.83,0.21215,0.65369,0.17502,0.14331,0.94944,0.99462,1,0.99073,0.87856,0.99462,1,0.99495,0.87798,0.56439,0.54047,0.05658,0.36811,1.09542,0.0004028,0.0004028,0.0004028
123,2933.66,0.21541,0.6465,0.17513,0.14492,0.95093,0.99477,1,0.99068,0.88379,0.99509,1,0.995,0.87834,0.56595,0.53483,0.05397,0.37412,1.14441,0.0003896,0.0003896,0.0003896
124,2956.88,0.22096,0.63221,0.17111,0.14241,0.95791,0.99478,1,0.99097,0.8766,0.99478,1,0.9949,0.88212,0.60693,0.52572,0.04612,0.36572,1.19548,0.0003764,0.0003764,0.0003764
125,2979.74,0.22448,0.63471,0.16179,0.1396,0.95512,0.99477,1,0.99199,0.8833,0.99477,1,0.995,0.88568,0.55992,0.52884,0.0421,0.34833,1.12562,0.0003632,0.0003632,0.0003632
126,3003.16,0.22185,0.6662,0.16174,0.14275,0.94553,0.99483,1,0.99481,0.88981,0.99483,1,0.99456,0.88816,0.5564,0.53554,0.04779,0.34352,1.09701,0.00035,0.00035,0.00035
127,3026.25,0.22603,0.63412,0.15849,0.14145,0.96796,0.99484,1,0.995,0.89489,0.99362,1,0.995,0.88855,0.55404,0.54066,0.04574,0.34255,1.09345,0.0003368,0.0003368,0.0003368
128,3051.69,0.21704,0.66712,0.17234,0.13808,0.96465,0.99418,1,0.995,0.88599,0.99418,1,0.99485,0.88652,0.57361,0.53334,0.04092,0.35059,1.10015,0.0003236,0.0003236,0.0003236
129,3074.48,0.21815,0.65052,0.17824,0.13543,0.95261,0.99484,1,0.995,0.88369,0.99418,1,0.995,0.88405,0.55124,0.53417,0.04666,0.35615,1.08569,0.0003104,0.0003104,0.0003104
130,3097.62,0.21567,0.63141,0.16755,0.13915,0.95467,0.99482,1,0.995,0.87731,0.99582,1,0.995,0.88036,0.58855,0.54517,0.04873,0.34996,1.12778,0.0002972,0.0002972,0.0002972
131,3120.51,0.21186,0.62237,0.17062,0.13402,0.94033,0.99477,1,0.99447,0.878,0.99477,1,0.99282,0.88518,0.57343,0.53254,0.04706,0.3522,1.12045,0.000284,0.000284,0.000284
132,3143.52,0.21151,0.63767,0.16946,0.13577,0.96332,0.99479,1,0.99432,0.88519,0.99479,1,0.995,0.88652,0.56026,0.5386,0.05106,0.35811,1.12954,0.0002708,0.0002708,0.0002708
133,3166.88,0.21063,0.63227,0.16867,0.13967,0.95597,0.99454,1,0.99485,0.89808,0.99454,1,0.995,0.88824,0.51802,0.51831,0.05035,0.34788,1.0631,0.0002576,0.0002576,0.0002576
134,3190.17,0.2086,0.61079,0.15076,0.13701,0.95957,0.99479,1,0.99427,0.87369,0.99828,1,0.995,0.88054,0.58546,0.53242,0.04472,0.34221,1.11464,0.0002444,0.0002444,0.0002444
135,3213.42,0.2065,0.60539,0.15687,0.13455,0.95794,0.99486,1,0.99325,0.8674,0.99862,1,0.995,0.88597,0.62189,0.51698,0.04228,0.33906,1.16269,0.0002312,0.0002312,0.0002312
136,3236.93,0.21203,0.62787,0.16965,0.13529,0.96717,0.99476,1,0.99481,0.87971,0.99935,1,0.995,0.88739,0.57432,0.51988,0.03863,0.33356,1.12112,0.000218,0.000218,0.000218
137,3259.4,0.20373,0.606,0.16776,0.12927,0.94779,0.99493,1,0.995,0.89346,0.99928,1,0.995,0.89727,0.52022,0.50282,0.04827,0.34435,1.05205,0.0002048,0.0002048,0.0002048
138,3281.81,0.21194,0.58543,0.16041,0.13478,0.96646,0.99489,1,0.995,0.88836,0.99903,1,0.995,0.88719,0.55561,0.538,0.04319,0.34719,1.09676,0.0001916,0.0001916,0.0001916
139,3304.56,0.20055,0.6002,0.16405,0.12685,0.94892,0.99494,1,0.995,0.88362,0.99904,1,0.995,0.88629,0.58701,0.53038,0.04122,0.3417,1.12993,0.0001784,0.0001784,0.0001784
140,3327.63,0.19552,0.59895,0.15977,0.12559,0.93831,0.99495,1,0.995,0.88556,0.99899,1,0.995,0.88347,0.56371,0.53206,0.04356,0.34533,1.09313,0.0001652,0.0001652,0.0001652
141,3386.95,0.20933,0.61974,0.15759,0.12799,0.94068,0.99491,1,0.995,0.88668,0.9993,1,0.995,0.88637,0.55794,0.52517,0.04497,0.344,1.09506,0.000152,0.000152,0.000152
142,3409.99,0.20809,0.58255,0.15548,0.12878,0.94306,0.99486,1,0.995,0.89096,0.99866,1,0.995,0.88656,0.54977,0.52616,0.04202,0.34534,1.09561,0.0001388,0.0001388,0.0001388
143,3433.15,0.20186,0.5899,0.15449,0.12931,0.95484,0.99474,1,0.99495,0.88672,0.99926,1,0.995,0.88978,0.55678,0.51098,0.04332,0.33483,1.10357,0.0001256,0.0001256,0.0001256
144,3456.24,0.19923,0.5924,0.15641,0.12293,0.93159,0.99484,1,0.9949,0.89055,0.99995,1,0.995,0.89141,0.56197,0.51662,0.04207,0.35143,1.12357,0.0001124,0.0001124,0.0001124
145,3479.78,0.19708,0.60906,0.14948,0.12479,0.94501,0.99485,1,0.9949,0.88197,0.99855,1,0.995,0.88537,0.58614,0.51911,0.04113,0.35085,1.15369,9.92e-05,9.92e-05,9.92e-05
146,3502.81,0.19654,0.60321,0.15679,0.12439,0.93571,0.99486,1,0.99481,0.87825,0.99846,1,0.995,0.89009,0.59709,0.51348,0.04513,0.35444,1.16409,8.6e-05,8.6e-05,8.6e-05
147,3525.8,0.20437,0.60654,0.15358,0.12526,0.93965,0.99486,1,0.99485,0.88435,0.99771,1,0.995,0.88446,0.5665,0.51917,0.03908,0.34118,1.10997,7.28e-05,7.28e-05,7.28e-05
148,3548.58,0.20335,0.58148,0.16366,0.12533,0.9569,0.99485,1,0.99485,0.88614,0.99723,1,0.995,0.88771,0.56549,0.51182,0.04079,0.34513,1.11045,5.96e-05,5.96e-05,5.96e-05
149,3571.54,0.2006,0.58189,0.16147,0.12547,0.95312,0.99484,1,0.9949,0.88825,0.99754,1,0.995,0.88691,0.55682,0.51535,0.04372,0.3504,1.0995,4.64e-05,4.64e-05,4.64e-05
150,3594.76,0.19235,0.58968,0.14997,0.11978,0.93468,0.99491,1,0.9949,0.88683,0.99821,1,0.995,0.88579,0.56719,0.51845,0.0468,0.35634,1.1208,3.32e-05,3.32e-05,3.32e-05
